"","X.1","X","ID","Player","Season","Top.px...Location.","Left.px...location.","Date","Team","Opponent","Location","Quarter","Game_Clock","Outcome..1.if.made..0.otherwise.","Shot_Value","Shot_Distance.ft.","Team_Score","Opponent_Score"
"629569",629569,629569,"cassesa01","Sam Cassell",2004,"193",430,12604,"MIN","DEN","AWAY","3","00:04.1",0,3,24,70,73
"629590",629590,629590,"cassesa01","Sam Cassell",2004,"247",389,13004,"MIN","LAL","AWAY","1","7:45",0,3,25,6,9
"629598",629598,629598,"cassesa01","Sam Cassell",2004,"262",403,13004,"MIN","LAL","AWAY","3","11:01",1,3,27,38,44
"629599",629599,629599,"cassesa01","Sam Cassell",2004,"223",417,13004,"MIN","LAL","AWAY","3","6:52",0,3,25,44,56
"629600",629600,629600,"cassesa01","Sam Cassell",2004,"259",368,13004,"MIN","LAL","AWAY","3","4:47",1,3,25,51,56
"629736",629736,629736,"cassesa01","Sam Cassell",2004,"259",376,21904,"MIN","SAC","HOME","4","3:23",0,3,25,83,73
"629759",629759,629759,"cassesa01","Sam Cassell",2004,"272",375,22204,"MIN","SAS","HOME","4","5:31",1,3,26,79,82
"629827",629827,629827,"cassesa01","Sam Cassell",2004,"236",394,30504,"MIN","HOU","HOME","4","6:35",0,3,24,96,98
"629851",629851,629851,"cassesa01","Sam Cassell",2004,"195",445,30904,"MIN","SEA","AWAY","2","00:26.9",0,3,25,46,52
"629896",629896,629896,"cassesa01","Sam Cassell",2004,"67",468,31404,"MIN","POR","HOME","3","4:35",0,3,23,58,68
"629913",629913,629913,"cassesa01","Sam Cassell",2004,"223",430,31804,"MIN","SAS","AWAY","3","7:03",0,3,26,43,52
"629965",629965,629965,"cassesa01","Sam Cassell",2004,"214",419,32404,"MIN","DEN","AWAY","4","7:07",0,3,24,81,83
"630039",630039,630039,"cassesa01","Sam Cassell",2004,"292",340,40404,"MIN","MEM","HOME","3","10:33",0,3,26,48,50
"630066",630066,630066,"cassesa01","Sam Cassell",2004,"75",467,40804,"MIN","SAC","AWAY","2","4:49",0,3,23,31,35
"630125",630125,630125,"cassesa01","Sam Cassell",2004,"256",391,41804,"MIN","DEN","HOME","2","5:57",1,3,26,42,34
"630143",630143,630143,"cassesa01","Sam Cassell",2004,"260",357,42104,"MIN","DEN","HOME","1","9:42",0,3,24,4,2
"630210",630210,630210,"cassesa01","Sam Cassell",2004,"274",375,50404,"MIN","SAC","HOME","3","00:04.9",1,3,26,73,73
"630211",630211,630211,"cassesa01","Sam Cassell",2004,"279",353,50404,"MIN","SAC","HOME","4","9:38",0,3,26,79,77
"630213",630213,630213,"cassesa01","Sam Cassell",2004,"270",342,50404,"MIN","SAC","HOME","4","1:49",1,3,24,89,93
"630215",630215,630215,"cassesa01","Sam Cassell",2004,"172",455,50404,"MIN","SAC","HOME","4","00:24.5",1,3,25,95,100
"630217",630217,630217,"cassesa01","Sam Cassell",2004,"241",435,50404,"MIN","SAC","HOME","4","00:12.9",0,3,27,98,104
"630230",630230,630230,"cassesa01","Sam Cassell",2004,"60",467,50804,"MIN","SAC","HOME","4","2:36",1,3,23,85,88
"630234",630234,630234,"cassesa01","Sam Cassell",2004,"183",442,51004,"MIN","SAC","AWAY","1","3:51",1,3,24,13,10
"630247",630247,630247,"cassesa01","Sam Cassell",2004,"88",467,51204,"MIN","SAC","AWAY","1","10:41",0,3,23,4,0
"630259",630259,630259,"cassesa01","Sam Cassell",2004,"198",430,51204,"MIN","SAC","AWAY","3","2:33",1,3,24,53,53
"630263",630263,630263,"cassesa01","Sam Cassell",2004,"251",398,51404,"MIN","SAC","HOME","3","5:30",0,3,26,53,46
"630264",630264,630264,"cassesa01","Sam Cassell",2004,"98",473,51404,"MIN","SAC","HOME","4","8:01",0,3,24,68,62
"630273",630273,630273,"cassesa01","Sam Cassell",2004,"251",381,51604,"MIN","SAC","AWAY","3","7:40",0,3,25,55,61
"630360",630360,630360,"cassesa01","Sam Cassell",2005,"254",373,110604,"MIN","NOH","HOME","2","00:03.9",0,3,24,54,40
"630427",630427,630427,"cassesa01","Sam Cassell",2005,"290",322,112204,"MIN","DAL","AWAY","2","2:01",0,3,25,36,41
"630463",630463,630463,"cassesa01","Sam Cassell",2005,"67",463,112804,"MIN","SAC","AWAY","2","6:02",0,3,22,47,45
"630503",630503,630503,"cassesa01","Sam Cassell",2005,"244",398,120304,"MIN","PHO","AWAY","4","6:57",0,3,25,80,79
"630509",630509,630509,"cassesa01","Sam Cassell",2005,"219",422,120304,"MIN","PHO","AWAY","4","1:01",0,3,25,94,87
"630513",630513,630513,"cassesa01","Sam Cassell",2005,"279",340,120404,"MIN","LAC","AWAY","2","3:54",1,3,25,43,34
"630516",630516,630516,"cassesa01","Sam Cassell",2005,"302",340,120404,"MIN","LAC","AWAY","3","5:25",0,3,27,59,58
"630517",630517,630517,"cassesa01","Sam Cassell",2005,"274",378,120404,"MIN","LAC","AWAY","4","8:44",0,3,26,76,75
"630526",630526,630526,"cassesa01","Sam Cassell",2005,"285",330,120404,"MIN","LAC","AWAY","1OT","1:16",0,3,25,99,96
"630534",630534,630534,"cassesa01","Sam Cassell",2005,"190",445,120704,"MIN","DAL","HOME","2","00:09.9",0,3,25,44,50
"630549",630549,630549,"cassesa01","Sam Cassell",2005,"208",424,121004,"MIN","SAC","HOME","2","1:12",0,3,24,44,50
"630602",630602,630602,"cassesa01","Sam Cassell",2005,"251",384,121504,"MIN","TOR","AWAY","4","00:20.9",0,3,25,88,94
"630624",630624,630624,"cassesa01","Sam Cassell",2005,"279",335,122104,"MIN","CLE","AWAY","3","7:29",0,3,25,53,60
"630629",630629,630629,"cassesa01","Sam Cassell",2005,"251",383,122104,"MIN","CLE","AWAY","4","1:17",0,3,25,91,101
"630658",630658,630658,"cassesa01","Sam Cassell",2005,"22",475,122904,"MIN","NYK","AWAY","4","6:23",1,3,24,78,77
"630783",630783,630783,"cassesa01","Sam Cassell",2005,"272",355,20405,"MIN","HOU","HOME","1OT","1:38",0,3,25,107,112
"630785",630785,630785,"cassesa01","Sam Cassell",2005,"288",322,20405,"MIN","HOU","HOME","1OT","00:03.9",0,3,25,113,117
"630825",630825,630825,"cassesa01","Sam Cassell",2005,"282",322,31505,"MIN","DAL","AWAY","3","5:00",0,3,25,58,49
"630828",630828,630828,"cassesa01","Sam Cassell",2005,"292",460,31505,"MIN","DAL","AWAY","3","00:00.4",0,3,33,65,60
"630840",630840,630840,"cassesa01","Sam Cassell",2005,"47",465,32005,"MIN","HOU","HOME","2","11:24",1,3,23,28,17
"630841",630841,630841,"cassesa01","Sam Cassell",2005,"58",473,32005,"MIN","HOU","HOME","2","10:20",1,3,23,31,19
"630858",630858,630858,"cassesa01","Sam Cassell",2005,"63",468,32305,"MIN","NOH","HOME","4","2:17",0,3,23,99,93
"630918",630918,630918,"cassesa01","Sam Cassell",2005,"218",417,40305,"MIN","SAC","AWAY","4","8:01",0,3,24,91,80
"630919",630919,630919,"cassesa01","Sam Cassell",2005,"247",383,40305,"MIN","SAC","AWAY","4","1:09",0,3,24,107,96
"630944",630944,630944,"cassesa01","Sam Cassell",2005,"302",366,40805,"MIN","DEN","HOME","4","00:03.9",0,3,28,104,107
"631053",631053,631053,"cassesa01","Sam Cassell",2006,"274",352,110505,"LAC","MIN","HOME","4","7:15",0,3,25,78,76
"631065",631065,631065,"cassesa01","Sam Cassell",2006,"267",366,110705,"LAC","MIN","AWAY","3","4:19",0,3,25,55,59
"631094",631094,631094,"cassesa01","Sam Cassell",2006,"32",468,111305,"LAC","PHI","AWAY","1","10:24",0,3,23,2,2
"631154",631154,631154,"cassesa01","Sam Cassell",2006,"65",483,112505,"LAC","DEN","AWAY","1","4:35",0,3,24,16,13
"631164",631164,631164,"cassesa01","Sam Cassell",2006,"173",450,112505,"LAC","DEN","AWAY","3","10:51",0,3,24,52,54
"631183",631183,631183,"cassesa01","Sam Cassell",2006,"249",384,112905,"LAC","MIN","AWAY","3","4:47",1,3,25,65,57
"631184",631184,631184,"cassesa01","Sam Cassell",2006,"264",352,112905,"LAC","MIN","AWAY","3","4:10",0,3,24,65,57
"631216",631216,631216,"cassesa01","Sam Cassell",2006,"219",427,120505,"LAC","MIA","HOME","2","4:06",1,3,25,41,39
"631231",631231,631231,"cassesa01","Sam Cassell",2006,"241",393,120705,"LAC","NYK","HOME","3","6:52",0,3,24,43,55
"631233",631233,631233,"cassesa01","Sam Cassell",2006,"251",401,120705,"LAC","NYK","HOME","4","4:42",0,3,26,69,69
"631415",631415,631415,"cassesa01","Sam Cassell",2006,"180",447,10606,"LAC","SAC","AWAY","4","2:01",1,3,24,108,112
"631520",631520,631520,"cassesa01","Sam Cassell",2006,"139",465,12206,"LAC","GSW","HOME","3","3:30",1,3,24,81,66
"631564",631564,631564,"cassesa01","Sam Cassell",2006,"200",445,12706,"LAC","DEN","AWAY","3","9:52",1,3,25,61,60
"631570",631570,631570,"cassesa01","Sam Cassell",2006,"233",412,12706,"LAC","DEN","AWAY","4","7:57",1,3,25,86,74
"631576",631576,631576,"cassesa01","Sam Cassell",2006,"249",394,12706,"LAC","DEN","AWAY","4","00:34.9",0,3,25,103,86
"631606",631606,631606,"cassesa01","Sam Cassell",2006,"257",383,20106,"LAC","ORL","AWAY","2","4:50",1,3,25,48,36
"631630",631630,631630,"cassesa01","Sam Cassell",2006,"260",376,20306,"LAC","BOS","AWAY","4","4:15",1,3,25,84,78
"631658",631658,631658,"cassesa01","Sam Cassell",2006,"206",424,20706,"LAC","NYK","AWAY","2","00:42.9",0,3,24,36,37
"631681",631681,631681,"cassesa01","Sam Cassell",2006,"254",363,21206,"LAC","CHI","HOME","2","3:11",0,3,24,43,39
"631685",631685,631685,"cassesa01","Sam Cassell",2006,"305",334,21206,"LAC","CHI","HOME","3","10:29",1,3,27,53,55
"631804",631804,631804,"cassesa01","Sam Cassell",2006,"293",322,30106,"LAC","NOK","HOME","3","2:40",0,3,26,62,59
"631848",631848,631848,"cassesa01","Sam Cassell",2006,"257",412,31006,"LAC","CHI","AWAY","3","10:35",1,3,27,52,45
"631923",631923,631923,"cassesa01","Sam Cassell",2006,"88",472,32106,"LAC","NOK","AWAY","1","4:08",0,3,24,13,12
"631943",631943,631943,"cassesa01","Sam Cassell",2006,"60",465,32306,"LAC","MEM","AWAY","4","6:28",0,3,23,63,74
"631954",631954,631954,"cassesa01","Sam Cassell",2006,"264",360,32506,"LAC","WAS","HOME","2","00:01.9",0,3,25,63,47
"631959",631959,631959,"cassesa01","Sam Cassell",2006,"172",455,32506,"LAC","WAS","HOME","3","4:41",0,3,25,82,60
"631964",631964,631964,"cassesa01","Sam Cassell",2006,"216",419,32606,"LAC","POR","AWAY","1","5:07",0,3,24,16,6
"632038",632038,632038,"cassesa01","Sam Cassell",2006,"272",376,40706,"LAC","SAC","HOME","4","2:52",1,3,26,91,87
"632046",632046,632046,"cassesa01","Sam Cassell",2006,"295",325,40906,"LAC","LAL","AWAY","1","3:34",0,3,26,16,11
"632117",632117,632117,"cassesa01","Sam Cassell",2006,"241",398,42206,"LAC","DEN","HOME","4","8:43",1,3,25,79,72
"632121",632121,632121,"cassesa01","Sam Cassell",2006,"229",407,42406,"LAC","DEN","HOME","1","2:21",1,3,24,28,13
"632125",632125,632125,"cassesa01","Sam Cassell",2006,"264",381,42406,"LAC","DEN","HOME","2","3:07",0,3,26,44,27
"632146",632146,632146,"cassesa01","Sam Cassell",2006,"78",473,42706,"LAC","DEN","AWAY","4","00:21.9",0,3,23,87,93
"632169",632169,632169,"cassesa01","Sam Cassell",2006,"264",381,50806,"LAC","PHO","AWAY","1","7:35",0,3,26,5,8
"632203",632203,632203,"cassesa01","Sam Cassell",2006,"251",406,51206,"LAC","PHO","HOME","3","9:01",0,3,26,53,51
"632213",632213,632213,"cassesa01","Sam Cassell",2006,"275",381,51406,"LAC","PHO","HOME","1","6:17",0,3,27,17,18
"632226",632226,632226,"cassesa01","Sam Cassell",2006,"75",472,51406,"LAC","PHO","HOME","4","5:54",1,3,23,106,93
"632241",632241,632241,"cassesa01","Sam Cassell",2006,"269",373,51606,"LAC","PHO","AWAY","4","7:28",1,3,26,88,90
"632252",632252,632252,"cassesa01","Sam Cassell",2006,"249",403,51606,"LAC","PHO","AWAY","2OT","00:20.9",0,3,26,118,123
"632284",632284,632284,"cassesa01","Sam Cassell",2007,"233",399,110106,"LAC","PHO","AWAY","4","9:35",0,3,24,78,82
"632310",632310,632310,"cassesa01","Sam Cassell",2007,"287",353,110206,"LAC","DEN","HOME","4","4:43",1,3,26,80,86
"632316",632316,632316,"cassesa01","Sam Cassell",2007,"293",335,110406,"LAC","PHO","HOME","1","6:10",0,3,26,9,14
"632352",632352,632352,"cassesa01","Sam Cassell",2007,"293",335,110806,"LAC","DAL","HOME","4","1:55",0,3,26,95,83
"632354",632354,632354,"cassesa01","Sam Cassell",2007,"259",383,111206,"LAC","NOK","HOME","1","6:07",0,3,25,4,6
"632410",632410,632410,"cassesa01","Sam Cassell",2007,"205",445,112106,"LAC","LAL","AWAY","4","00:19.9",0,3,26,96,103
"632475",632475,632475,"cassesa01","Sam Cassell",2007,"302",353,120206,"LAC","LAL","HOME","3","3:49",0,3,28,57,59
"632476",632476,632476,"cassesa01","Sam Cassell",2007,"282",363,120206,"LAC","LAL","HOME","4","3:09",0,3,26,77,85
"632502",632502,632502,"cassesa01","Sam Cassell",2007,"331",412,120906,"LAC","MEM","AWAY","4","10:33",0,3,33,71,60
"632546",632546,632546,"cassesa01","Sam Cassell",2007,"265",355,10807,"LAC","NOK","AWAY","2","1:34",0,3,24,42,49
"632555",632555,632555,"cassesa01","Sam Cassell",2007,"267",353,10807,"LAC","NOK","AWAY","4","9:12",1,3,24,79,77
"632572",632572,632572,"cassesa01","Sam Cassell",2007,"279",327,11007,"LAC","MIN","AWAY","4","6:25",1,3,25,84,81
"632575",632575,632575,"cassesa01","Sam Cassell",2007,"298",332,11307,"LAC","CLE","HOME","1","9:12",0,3,26,6,2
"632596",632596,632596,"cassesa01","Sam Cassell",2007,"279",357,11507,"LAC","GSW","AWAY","3","6:09",0,3,26,63,71
"632610",632610,632610,"cassesa01","Sam Cassell",2007,"228",421,11707,"LAC","GSW","HOME","3","10:39",1,3,25,69,55
"632653",632653,632653,"cassesa01","Sam Cassell",2007,"277",373,12507,"LAC","NJN","HOME","3","9:35",1,3,26,60,42
"632654",632654,632654,"cassesa01","Sam Cassell",2007,"265",409,12507,"LAC","NJN","HOME","3","5:42",0,3,27,66,53
"632658",632658,632658,"cassesa01","Sam Cassell",2007,"265",391,12507,"LAC","NJN","HOME","4","00:34.9",0,3,26,99,101
"632669",632669,632669,"cassesa01","Sam Cassell",2007,"302",340,12807,"LAC","SEA","AWAY","1","5:42",1,3,27,15,12
"632671",632671,632671,"cassesa01","Sam Cassell",2007,"254",407,12807,"LAC","SEA","AWAY","1","2:29",1,3,26,21,17
"632676",632676,632676,"cassesa01","Sam Cassell",2007,"283",371,12807,"LAC","SEA","AWAY","3","4:57",1,3,27,74,39
"632695",632695,632695,"cassesa01","Sam Cassell",2007,"269",353,20207,"LAC","BOS","AWAY","1","6:13",0,3,25,13,9
"632707",632707,632707,"cassesa01","Sam Cassell",2007,"264",352,20407,"LAC","TOR","AWAY","1","8:14",0,3,24,6,9
"632725",632725,632725,"cassesa01","Sam Cassell",2007,"200",442,20607,"LAC","NYK","AWAY","4","5:09",0,3,25,78,86
"632745",632745,632745,"cassesa01","Sam Cassell",2007,"42",475,20907,"LAC","PHI","AWAY","1","00:25.3",1,3,24,19,22
"632786",632786,632786,"cassesa01","Sam Cassell",2007,"280",363,21407,"LAC","ATL","HOME","4","00:31.7",0,3,26,90,90
"632806",632806,632806,"cassesa01","Sam Cassell",2007,"62",490,22607,"LAC","CHA","HOME","2","00:38.6",0,3,25,55,42
"632810",632810,632810,"cassesa01","Sam Cassell",2007,"290",342,22607,"LAC","CHA","HOME","4","4:12",0,3,26,87,81
"632859",632859,632859,"cassesa01","Sam Cassell",2007,"246",411,33007,"LAC","SAC","AWAY","4","9:14",0,3,26,84,72
"632883",632883,632883,"cassesa01","Sam Cassell",2007,"221",429,41707,"LAC","PHO","AWAY","3","8:41",1,3,25,61,56
"632886",632886,632886,"cassesa01","Sam Cassell",2007,"264",365,41707,"LAC","PHO","AWAY","3","4:36",0,3,25,65,63
"632900",632900,632900,"cassesa01","Sam Cassell",2008,"259",386,110207,"LAC","GSW","HOME","1","2:39",0,3,25,26,21
"632990",632990,632990,"cassesa01","Sam Cassell",2008,"280",353,111607,"LAC","GSW","AWAY","1","3:57",1,3,26,21,18
"633030",633030,633030,"cassesa01","Sam Cassell",2008,"233",403,112407,"LAC","NOH","HOME","3","00:50.9",0,3,25,68,77
"633095",633095,633095,"cassesa01","Sam Cassell",2008,"300",342,10908,"LAC","ORL","HOME","4","9:42",0,3,27,85,94
"633154",633154,633154,"cassesa01","Sam Cassell",2008,"226",414,11908,"LAC","NJN","HOME","1OT","00:00.8",0,3,25,120,107
"633300",633300,633300,"cassesa01","Sam Cassell",2008,"200",453,31008,"BOS","PHI","AWAY","4","1:07",0,3,26,98,82
"633367",633367,633367,"cassesa01","Sam Cassell",2008,"50",470,40108,"BOS","CHI","AWAY","4","8:44",1,3,23,86,75
"633394",633394,633394,"cassesa01","Sam Cassell",2008,"155",470,41208,"BOS","ATL","AWAY","4","10:59",0,3,25,74,76
"633402",633402,633402,"cassesa01","Sam Cassell",2008,"280",375,41208,"BOS","ATL","AWAY","4","00:46.3",1,3,27,97,89
"633435",633435,633435,"cassesa01","Sam Cassell",2008,"251",394,42308,"BOS","ATL","HOME","2","10:19",0,3,25,28,22
"633453",633453,633453,"cassesa01","Sam Cassell",2008,"267",348,43008,"BOS","ATL","HOME","2","7:43",1,3,24,39,28
"633473",633473,633473,"cassesa01","Sam Cassell",2008,"223",427,50608,"BOS","CLE","HOME","4","9:08",0,3,25,59,60
"633476",633476,633476,"cassesa01","Sam Cassell",2008,"311",426,50608,"BOS","CLE","HOME","4","3:12",0,3,32,68,65
"633496",633496,633496,"cassesa01","Sam Cassell",2008,"231",396,51208,"BOS","CLE","AWAY","2","7:14",0,3,24,29,35
"633519",633519,633519,"cassesa01","Sam Cassell",2008,"72",470,60508,"BOS","LAL","HOME","2","5:30",0,3,23,40,35
"908732",908732,267922,"divacvl01","Vlade Divac",2001,"194",445,22501,"SAC","NYK","AWAY","3","9:52",0,3,25,56,52
"909024",909024,268214,"divacvl01","Vlade Divac",2001,"259",355,42901,"SAC","PHO","AWAY","3","3:45",1,3,24,73,66
"909098",909098,268288,"divacvl01","Vlade Divac",2002,"242",403,110301,"SAC","DEN","AWAY","1","9:27",1,3,25,6,4
"909200",909200,268390,"divacvl01","Vlade Divac",2002,"255",407,111801,"SAC","LAL","AWAY","4","00:29.1",1,3,26,85,89
"909718",909718,268908,"divacvl01","Vlade Divac",2002,"276",420,40302,"SAC","DET","AWAY","3","2:08",0,3,29,83,57
"909721",909721,268911,"divacvl01","Vlade Divac",2002,"50",477,40502,"SAC","UTA","AWAY","1","4:59",0,3,24,20,11
"909796",909796,268986,"divacvl01","Vlade Divac",2002,"200",445,42302,"SAC","UTA","HOME","1","8:21",0,3,25,2,1
"909970",909970,269160,"divacvl01","Vlade Divac",2003,"339",383,110202,"SAC","MEM","AWAY","3","0:01",0,3,32,88,69
"910024",910024,269214,"divacvl01","Vlade Divac",2003,"111",465,111502,"SAC","SEA","AWAY","1","2:25",0,3,23,22,23
"910284",910284,269474,"divacvl01","Vlade Divac",2003,"32",473,11803,"SAC","LAC","AWAY","4","5:34",1,3,23,95,94
"910296",910296,269486,"divacvl01","Vlade Divac",2003,"32",470,12003,"SAC","GSW","AWAY","2","5:25",0,3,23,40,30
"910320",910320,269510,"divacvl01","Vlade Divac",2003,"37",470,12403,"SAC","ATL","AWAY","1","5:45",0,3,23,20,13
"910325",910325,269515,"divacvl01","Vlade Divac",2003,"270",370,12403,"SAC","ATL","AWAY","4","00:41.8",0,3,26,104,115
"910341",910341,269531,"divacvl01","Vlade Divac",2003,"72",472,13003,"SAC","SEA","AWAY","1","2:56",1,3,23,22,16
"910352",910352,269542,"divacvl01","Vlade Divac",2003,"73",468,20203,"SAC","HOU","AWAY","1","11:22",0,3,23,0,0
"910542",910542,269732,"divacvl01","Vlade Divac",2003,"41",463,32903,"SAC","CHI","AWAY","3","6:06",0,3,22,67,62
"910770",910770,269960,"divacvl01","Vlade Divac",2004,"173",453,111303,"SAC","POR","AWAY","4","2:47",0,3,25,103,96
"910978",910978,270168,"divacvl01","Vlade Divac",2004,"53",473,10604,"SAC","ATL","HOME","2","1:23",0,3,23,59,39
"911112",911112,270302,"divacvl01","Vlade Divac",2004,"277",330,20604,"SAC","SAS","HOME","4","00:19.9",0,3,24,94,100
"911227",911227,270417,"divacvl01","Vlade Divac",2004,"246",378,30604,"SAC","MIA","AWAY","3","2:04",0,3,24,64,64
"911230",911230,270420,"divacvl01","Vlade Divac",2004,"236",427,30704,"SAC","ORL","AWAY","1","5:39",0,3,26,12,10
"911272",911272,270462,"divacvl01","Vlade Divac",2004,"231",426,31904,"SAC","IND","AWAY","1","8:57",0,3,26,4,8
"938504",938504,297694,"drumman01","Andre Drummond",2013,"231",417,110612,"DET","DEN","AWAY","2","11:18",1,3,25,24,26
"942974",942974,302164,"drumman01","Andre Drummond",2018,"196",438,11018,"DET","BRK","AWAY","3","7:05",0,3,24,75,48
"943020",943020,302210,"drumman01","Andre Drummond",2018,"398",392,12118,"DET","BRK","HOME","1","0:00",0,3,37,20,30
"943048",943048,302238,"drumman01","Andre Drummond",2018,"226",406,12718,"DET","OKC","HOME","3","9:12",0,3,24,57,76
"943236",943236,302426,"drumman01","Andre Drummond",2018,"275",398,22818,"DET","MIL","HOME","3","4:24",0,3,27,71,60
